Student_ID,Gender,Age,Study_Hours_Daily,Phone_Usage_Hours_Daily,Sleep_Hours_Daily,AI_Tool_Usage_Hours_Daily,Attendance_Pct,Focus_Score,Productivity_Score,Exam_Score
STU00329,Male,23,1.8,2.1,8.1,2.0,84.1,80.8,65.1,69.8
STU00330,Female,20,3.5,3.0,7.8,0.7,80.8,76.8,70.0,78.1
STU00331,Female,21,3.1,1.6,5.6,1.9,96.2,68.9,72.1,85.0
STU00332,Female,22,2.8,3.7,6.1,0.3,86.6,66.4,65.2,73.6
STU00333,Male,22,2.8,2.5,5.7,1.1,86.7,73.3,58.3,76.8
STU00334,Female,20,2.5,4.6,7.7,1.0,72.2,71.8,60.6,70.3
STU00335,Female,22,0.6,7.4,6.2,0.0,48.6,62.3,61.2,52.6
STU00336,Male,23,0.1,8.6,6.5,0.0,47.5,55.3,46.0,44.0
STU00337,Female,22,0.7,7.2,4.5,0.0,48.7,47.7,50.5,52.4
STU00338,Male,25,0.2,6.2,5.8,0.7,48.5,62.3,57.3,46.0
STU00339,Female,18,0.7,7.7,6.1,0.0,40.4,51.0,50.8,48.0
STU00340,Female,22,5.5,1.4,7.8,3.0,86.8,80.4,84.1,90.2
STU00341,Other,24,3.1,4.3,6.0,0.1,91.1,65.6,61.6,79.0
STU00342,Male,21,2.2,4.4,7.3,0.7,100.0,72.6,60.1,79.6
STU00343,Male,25,2.3,5.8,5.7,2.6,69.6,69.8,72.0,65.1
STU00344,Other,18,4.2,0.0,9.1,1.7,92.5,92.3,72.2,82.8
STU00345,Female,21,6.0,2.0,8.9,1.7,95.4,92.7,82.8,88.3
STU00346,Male,21,3.8,3.2,6.0,1.0,70.4,63.2,66.3,76.2
STU00347,Male,24,3.3,4.5,6.7,1.1,79.7,72.0,65.2,78.1
STU00348,Female,18,0.0,6.4,6.6,2.1,66.5,64.6,50.8,56.3
STU00349,Female,23,4.1,3.1,8.3,0.6,82.6,79.5,72.3,77.6
STU00350,Female,22,1.1,10.3,5.3,1.2,48.8,49.2,53.0,49.9
STU00351,Female,25,2.8,3.4,6.2,1.9,99.4,72.5,63.5,80.9
STU00352,Male,19,4.7,4.1,5.8,0.0,94.6,68.0,63.2,86.8
STU00353,Female,19,1.2,9.9,6.3,0.6,41.0,51.6,55.8,48.6
STU00354,Female,18,6.1,1.1,8.2,1.5,100.0,78.2,77.4,96.5
STU00355,Female,23,0.3,10.3,5.2,0.5,44.6,50.6,54.5,43.5
STU00356,Male,21,5.6,0.3,8.1,2.2,100.0,78.2,84.6,94.5
STU00357,Other,20,6.0,2.1,8.8,2.1,98.4,76.1,81.7,91.3
STU00358,Female,24,5.5,0.0,10.0,2.2,81.9,97.4,90.5,94.4
STU00359,Female,24,6.1,2.9,9.0,2.9,100.0,80.1,82.7,93.5
STU00360,Female,24,3.9,5.9,5.7,0.0,88.5,59.8,68.9,79.7
STU00361,Other,24,5.5,0.8,9.5,1.9,98.9,89.0,76.7,97.2
STU00362,Male,19,4.3,4.0,5.5,1.8,74.6,66.8,71.1,83.5
STU00363,Male,25,1.5,5.2,4.7,1.3,81.5,58.4,55.4,68.7
STU00364,Male,18,1.1,10.3,6.1,0.2,40.0,57.8,57.9,53.9
STU00365,Male,19,0.7,5.6,8.1,1.3,76.6,74.0,50.1,62.1
STU00366,Male,19,5.1,1.6,8.5,1.4,89.9,77.6,78.7,92.7
STU00367,Male,21,0.8,7.9,6.3,0.0,50.3,58.7,46.5,48.9
STU00368,Female,24,4.9,2.0,6.8,0.7,91.9,65.4,70.5,84.5
STU00369,Female,20,0.8,8.1,6.3,0.1,41.5,59.9,50.1,46.2
STU00370,Other,21,4.5,2.3,6.5,1.3,100.0,76.1,70.8,83.0
STU00371,Male,23,3.2,4.9,7.6,2.3,80.7,66.6,68.0,75.7
STU00372,Female,25,5.2,0.0,9.5,3.1,97.5,95.0,91.3,98.9
STU00373,Male,18,3.3,2.5,6.1,1.7,85.6,63.0,62.2,79.5
STU00374,Female,24,1.7,8.4,5.1,1.4,33.6,49.6,60.2,53.7
STU00375,Male,23,3.9,4.6,7.2,0.7,89.3,67.1,64.6,82.0
STU00376,Male,22,0.0,9.1,5.5,0.0,30.8,52.7,46.2,42.9
STU00377,Male,23,2.1,9.4,5.7,0.7,47.2,52.9,54.0,62.4
STU00378,Male,18,3.6,1.5,6.1,1.3,78.0,74.2,66.8,74.6
STU00379,Male,21,4.5,1.2,6.1,1.4,75.4,77.0,68.1,77.6
STU00380,Female,20,5.5,1.7,9.1,1.7,100.0,87.4,88.5,97.4
STU00381,Female,20,3.8,1.9,6.8,1.7,86.6,80.6,74.8,82.5
STU00382,Male,18,1.7,8.0,6.4,0.0,64.1,60.3,52.9,60.0
STU00383,Female,19,1.2,7.5,4.3,1.1,71.2,52.9,50.5,54.6
STU00384,Male,23,1.2,7.0,4.8,2.2,60.2,54.4,53.8,63.8
STU00385,Female,25,2.0,4.4,6.6,0.7,89.1,66.2,71.3,74.3
STU00386,Female,24,4.9,1.0,9.1,1.1,86.4,87.4,77.8,87.0
STU00387,Male,25,6.7,0.5,8.1,1.0,87.8,87.3,93.6,100.0
STU00388,Female,19,2.4,2.9,6.7,1.2,70.7,67.1,63.6,69.8
STU00389,Female,25,1.5,5.8,7.4,2.4,98.7,75.9,67.9,81.9
STU00390,Female,24,1.2,6.1,8.6,0.0,76.1,76.4,56.3,68.5
STU00391,Male,20,0.0,6.7,4.3,0.2,27.6,49.7,50.4,38.1
STU00392,Female,23,2.0,5.1,7.0,0.2,77.1,66.0,59.1,66.0
STU00393,Other,24,0.5,8.1,5.9,0.0,31.6,52.4,52.0,46.5
STU00394,Female,22,4.1,1.7,7.5,2.2,78.0,71.8,75.6,80.4
STU00395,Female,23,0.0,7.4,6.2,0.0,39.9,60.4,52.9,46.7
STU00396,Male,23,1.3,5.8,5.8,0.8,75.2,60.2,53.6,66.6
STU00397,Female,20,2.0,4.9,8.6,3.9,88.7,74.2,71.5,78.9
STU00398,Female,25,2.1,2.6,6.1,1.0,80.6,71.1,69.3,75.9
STU00399,Female,20,2.5,5.6,6.3,0.8,82.8,63.6,63.4,68.0
STU00400,Male,22,4.4,4.9,7.7,1.1,75.5,72.1,72.3,83.8
STU00401,Female,19,0.3,7.4,5.7,1.1,46.0,52.3,51.6,50.9
STU00402,Male,21,0.1,6.1,5.5,0.9,50.6,58.7,50.0,54.4
STU00403,Male,22,5.2,2.9,9.1,0.3,77.5,80.0,70.0,86.6
STU00404,Male,25,0.0,12.6,6.8,0.4,53.6,54.1,41.9,47.5
STU00405,Female,24,2.8,3.7,7.4,1.8,94.8,80.2,77.2,78.3
STU00406,Female,18,3.9,5.5,7.4,1.4,85.6,76.0,62.5,74.7
STU00407,Male,20,1.1,9.5,4.7,0.2,39.6,48.4,53.1,54.2
STU00408,Male,24,6.0,2.9,7.9,1.6,100.0,82.8,78.0,96.8
STU00409,Female,21,3.2,2.8,7.4,0.0,78.0,64.6,64.6,74.7
STU00410,Male,22,1.8,9.6,4.6,0.0,78.3,44.8,49.6,66.4
STU00411,Female,18,4.7,0.0,6.9,2.7,93.1,81.0,74.4,88.0
STU00412,Male,25,0.7,10.0,4.0,0.0,49.1,44.6,46.4,48.7
STU00413,Male,25,4.9,1.1,8.7,2.7,100.0,83.4,82.0,93.5
STU00414,Male,22,5.4,1.4,6.7,2.8,82.2,81.2,80.2,88.7
STU00415,Male,22,0.0,6.9,8.0,1.5,64.3,74.2,57.6,57.8
STU00416,Female,22,2.6,10.2,5.3,0.0,44.6,50.6,50.3,58.2
STU00417,Male,23,4.5,6.9,5.4,2.3,68.4,58.6,66.7,73.7
STU00418,Female,23,3.1,1.4,6.2,1.4,87.5,73.7,67.5,76.2
STU00419,Female,18,4.0,3.8,7.2,2.2,92.2,67.4,68.8,81.7
STU00420,Male,19,3.2,5.6,7.1,1.8,92.5,63.3,61.0,80.0
STU00421,Male,25,4.8,0.0,7.4,3.2,100.0,82.3,79.8,92.3
STU00422,Male,18,1.9,8.5,5.5,0.0,73.8,52.5,48.5,66.5
STU00423,Male,25,2.9,6.2,6.3,1.3,79.0,63.9,66.3,77.7
STU00424,Male,20,2.8,3.8,7.9,1.2,91.3,75.5,66.6,77.7
STU00425,Male,22,1.5,5.4,7.3,1.1,80.4,66.6,59.8,69.1
STU00426,Male,19,6.0,4.1,7.5,3.8,73.8,73.3,89.0,91.9
STU00427,Female,18,1.0,0.6,8.3,1.2,73.2,87.6,69.6,68.6
STU00428,Female,20,6.9,1.2,8.5,3.4,88.4,90.4,100.0,100.0
STU00429,Female,19,1.9,7.6,4.5,1.9,78.9,45.5,55.3,62.4
STU00430,Male,19,2.5,2.8,7.1,0.1,72.9,79.4,65.4,70.4
STU00431,Male,19,2.7,1.2,7.5,1.3,75.7,79.9,62.4,74.3
STU00432,Male,20,5.2,1.1,7.6,0.3,90.6,76.1,69.4,87.3
STU00433,Male,19,0.0,9.7,4.7,1.2,38.6,49.5,49.6,48.2
STU00434,Female,23,2.6,3.7,8.2,1.1,89.5,71.1,57.5,79.9
STU00435,Female,25,2.4,7.1,6.8,0.2,27.7,60.2,61.4,45.4
STU00436,Male,20,6.5,0.8,8.2,2.4,100.0,92.0,95.4,100.0
STU00437,Female,22,2.1,7.8,5.2,0.0,68.2,53.5,56.3,65.1
STU00438,Male,20,6.0,3.3,8.3,0.6,99.0,86.5,83.8,93.2
STU00439,Female,24,1.1,5.0,5.9,1.7,70.1,63.2,61.7,65.3
STU00440,Male,25,0.5,7.2,5.9,1.4,64.6,52.9,56.4,57.4
STU00441,Other,24,7.0,3.8,8.8,2.7,93.3,89.2,95.1,100.0
STU00442,Female,23,0.8,7.2,6.8,0.8,82.3,57.6,52.9,66.6
STU00443,Female,23,4.2,0.6,8.1,1.6,100.0,90.9,75.1,88.2
STU00444,Female,23,1.6,7.1,4.7,0.0,36.0,52.5,49.1,52.6
STU00445,Male,20,1.5,2.4,5.6,1.8,81.9,66.9,66.0,70.3
STU00446,Male,18,1.0,8.1,4.0,0.0,54.8,48.3,53.7,53.8
STU00447,Male,18,1.7,7.0,5.2,1.4,85.2,52.0,68.1,78.3
STU00448,Female,22,3.4,4.9,7.0,1.8,94.3,69.7,74.2,79.4
STU00449,Female,19,7.8,4.1,5.7,2.1,100.0,64.8,81.6,100.0
STU00450,Other,20,2.6,3.6,7.3,1.3,76.3,78.7,74.3,78.6
STU00451,Male,23,1.8,7.6,6.2,0.8,36.5,61.5,56.7,53.8
STU00452,Male,20,4.2,1.2,8.4,0.2,91.4,81.3,67.0,82.2
STU00453,Other,21,0.0,6.2,6.2,1.6,45.4,65.4,53.8,50.7
STU00454,Female,20,1.3,6.9,5.5,0.4,46.8,58.0,55.8,59.3
STU00455,Male,19,0.0,9.8,7.1,0.0,52.0,57.4,45.2,49.6
STU00456,Female,23,4.1,5.4,5.0,0.3,84.2,56.2,67.4,81.1
STU00457,Male,19,2.6,4.7,7.7,2.0,73.5,76.7,71.4,71.5
STU00458,Male,22,3.4,4.9,5.2,0.7,73.5,62.0,71.6,73.8
STU00459,Male,25,3.7,6.2,6.6,1.3,83.9,56.4,64.9,83.9
STU00460,Male,23,5.3,0.0,8.1,3.4,92.9,91.1,89.0,94.0
STU00461,Other,21,0.0,6.4,4.5,0.0,36.3,58.6,47.1,48.4
STU00462,Female,24,2.9,4.5,7.6,0.3,78.9,69.2,58.4,72.6
STU00463,Male,19,2.3,2.2,6.5,1.2,82.7,67.4,60.0,73.3
STU00464,Other,20,6.5,2.1,8.2,1.9,92.1,77.1,85.3,98.8
STU00465,Male,18,2.3,3.7,8.8,0.0,80.6,79.5,61.2,78.6
STU00466,Female,21,4.1,4.6,5.0,1.0,87.5,61.0,63.8,83.6
STU00467,Male,19,5.4,0.1,7.5,1.0,100.0,83.5,84.6,94.4
STU00468,Male,18,2.8,4.8,6.6,0.4,65.8,64.6,59.8,69.0
STU00469,Male,19,2.1,3.4,8.4,0.0,85.2,78.6,61.2,72.4
STU00470,Male,25,0.8,4.9,5.9,0.8,74.6,69.4,53.8,62.7
STU00471,Male,22,0.0,8.0,5.5,0.4,42.1,55.8,54.0,47.3
STU00472,Male,20,1.7,4.2,6.5,1.5,77.5,66.6,63.2,69.7
STU00473,Male,25,6.9,2.0,7.6,1.5,100.0,80.3,84.3,100.0
STU00474,Female,24,2.4,0.3,7.4,0.7,66.7,79.8,66.9,67.4
STU00475,Female,18,0.0,9.6,5.9,0.1,62.8,56.4,46.2,53.2
STU00476,Male,18,2.1,2.4,5.2,0.4,93.0,59.4,55.9,70.9
STU00477,Female,18,0.8,9.6,4.0,0.0,42.0,44.9,44.7,48.6
STU00478,Male,23,1.8,6.1,7.1,1.3,88.7,67.7,67.5,74.8
STU00479,Male,23,3.2,6.8,6.7,0.3,72.8,71.9,62.3,66.1
STU00480,Male,19,1.1,7.1,7.4,0.0,74.9,61.2,50.5,58.6
STU00481,Male,24,1.2,7.5,4.5,0.5,77.1,46.9,45.4,63.5
STU00482,Female,20,3.3,4.4,6.4,0.0,89.5,73.3,69.0,78.1
STU00483,Female,24,0.0,10.1,5.2,1.8,42.8,51.1,51.1,45.9
STU00484,Male,22,1.4,9.1,6.5,0.0,71.9,54.2,54.0,61.9
STU00485,Other,22,1.8,6.9,6.3,1.4,84.7,60.5,60.7,71.7
STU00486,Male,23,2.1,5.2,7.4,1.6,80.4,65.2,59.8,70.2
STU00487,Male,22,3.7,0.0,6.3,1.2,96.9,74.1,68.2,83.1
STU00488,Female,25,2.5,9.3,6.9,0.9,74.5,60.7,59.8,70.5
STU00489,Female,24,3.5,6.7,9.3,1.4,93.5,76.7,69.0,82.9
STU00490,Male,24,0.0,8.0,6.5,0.8,62.5,58.0,47.4,55.5
STU00491,Other,22,1.6,10.1,4.0,1.1,47.8,46.3,52.0,55.6
STU00492,Female,20,3.5,3.6,7.2,0.4,78.7,69.0,64.4,72.0
STU00493,Male,20,1.7,5.0,5.9,0.9,76.7,62.6,62.1,65.8
STU00494,Male,18,5.7,0.0,8.9,0.9,89.9,86.1,82.7,93.7
STU00495,Male,18,2.2,4.4,6.7,1.6,78.5,72.2,60.1,67.4
STU00496,Male,19,2.2,6.3,5.2,0.0,70.9,57.5,58.4,67.3
STU00497,Male,21,1.2,5.7,7.2,0.7,68.6,67.7,55.9,67.6
STU00498,Female,21,6.7,0.0,7.9,3.2,100.0,85.8,92.8,100.0
STU00499,Female,19,2.9,2.9,6.4,2.2,75.6,70.3,68.8,78.9
STU00500,Female,23,3.1,4.6,5.4,0.8,87.7,61.3,57.4,78.2
STU00501,Male,24,6.6,2.3,7.8,1.9,85.9,81.7,79.9,94.7
STU00502,Female,25,2.3,0.0,7.3,2.7,73.9,85.1,77.7,77.8
STU00503,Male,25,2.5,4.2,9.8,1.9,85.8,83.7,62.8,79.3
STU00504,Female,20,7.1,1.6,8.8,1.9,100.0,88.8,96.4,100.0
STU00505,Male,22,0.0,9.2,4.0,0.9,46.8,47.0,52.2,50.0
STU00506,Male,20,2.0,3.9,8.0,1.3,69.4,73.6,62.9,67.3
STU00507,Male,18,6.1,0.0,9.0,2.4,97.6,93.6,89.6,100.0
STU00508,Female,20,2.6,3.8,4.5,1.8,75.3,60.9,56.7,72.3
STU00509,Female,25,0.0,9.4,4.3,0.0,33.7,45.9,43.7,40.6
STU00510,Female,23,0.4,8.3,5.8,1.4,75.3,65.4,61.9,58.3
STU00511,Female,22,6.0,0.9,8.9,2.3,88.9,87.0,86.3,90.6
STU00512,Female,22,3.0,4.5,9.1,0.0,85.6,77.1,57.3,76.0
STU00513,Male,22,4.1,3.9,7.7,0.2,76.9,75.5,74.0,77.5
STU00514,Male,22,0.0,9.8,6.4,0.0,52.4,59.3,49.3,51.4
STU00515,Female,25,1.6,4.1,7.6,1.4,93.3,75.2,65.8,79.5
STU00516,Male,19,1.5,5.3,7.9,1.6,91.9,67.6,61.2,72.1
STU00517,Male,22,5.0,0.4,8.2,3.0,94.0,81.5,82.4,93.3
STU00518,Female,19,0.0,4.4,5.8,0.0,51.6,71.3,47.2,51.7
STU00519,Male,20,7.2,2.3,7.2,1.2,100.0,74.0,87.7,100.0
STU00520,Male,19,6.2,0.9,7.4,0.8,99.7,78.6,86.0,100.0
STU00521,Female,25,0.3,9.0,6.4,0.0,47.2,54.8,46.4,47.2
STU00522,Female,21,2.3,3.5,7.4,1.6,83.3,73.2,65.2,69.0
STU00523,Male,21,2.2,8.7,5.3,1.8,65.0,50.6,55.4,63.8
STU00524,Male,22,2.2,3.0,6.1,0.0,83.9,60.6,54.7,69.0
STU00525,Male,22,5.5,0.6,8.0,0.6,100.0,84.0,79.2,91.9
STU00526,Female,23,1.3,6.5,6.4,1.4,75.3,57.3,52.0,65.0
STU00527,Female,18,5.6,0.0,7.6,2.8,97.5,90.3,79.4,96.1
STU00528,Female,25,3.6,2.7,7.3,2.0,86.1,72.8,72.3,86.2
STU00529,Male,19,5.9,2.0,8.2,2.1,75.6,83.9,89.4,87.7
STU00530,Male,24,7.2,0.6,8.5,3.5,95.8,85.8,93.2,100.0
STU00531,Female,24,0.0,7.8,4.0,0.0,41.2,54.0,51.8,46.9
STU00532,Male,18,5.0,4.7,5.4,1.3,70.5,61.9,80.9,84.1
STU00533,Female,25,0.0,13.7,4.0,0.0,37.1,38.8,38.8,43.2
STU00534,Male,19,4.6,0.0,9.9,1.2,100.0,93.2,76.6,92.8
STU00535,Male,25,6.6,0.5,8.4,3.0,96.5,96.4,90.1,98.7
STU00536,Male,22,6.0,0.5,7.5,1.9,98.2,73.5,75.9,93.0
STU00537,Male,24,2.5,5.4,5.7,1.4,65.6,70.8,69.2,65.1
STU00538,Female,18,0.4,9.1,5.9,0.7,42.4,58.3,51.5,47.3
STU00539,Other,23,5.8,5.9,7.8,2.3,83.4,71.0,81.9,92.6
STU00540,Male,18,3.1,1.7,6.7,2.2,66.9,76.9,70.0,73.8
STU00541,Female,25,1.2,9.1,4.2,0.9,62.8,48.6,46.7,54.2
STU00542,Male,18,2.9,2.2,8.5,0.8,91.4,85.8,63.8,79.1
STU00543,Female,23,3.0,2.0,6.8,1.7,83.1,76.5,69.9,80.2
STU00544,Male,19,1.9,7.0,5.8,1.2,64.9,59.6,56.7,68.8
STU00545,Female,23,4.6,1.1,8.7,3.0,89.5,85.2,80.7,88.5
STU00546,Male,25,4.7,2.3,6.2,0.8,78.7,77.7,77.5,79.2
STU00547,Female,21,2.6,4.8,7.3,1.1,79.1,74.9,66.9,73.8
STU00548,Male,22,0.1,7.9,6.7,0.2,50.6,64.6,53.1,53.3
STU00549,Male,25,3.8,1.9,9.0,1.2,89.9,88.8,76.3,80.1
STU00550,Male,22,3.8,5.1,6.3,1.2,90.7,65.5,72.1,84.2
STU00551,Male,19,2.4,8.0,4.0,1.0,64.9,50.6,67.9,68.0
STU00552,Male,24,1.8,4.9,6.2,0.0,68.3,64.0,53.8,59.0
STU00553,Female,19,5.7,3.0,9.6,0.0,73.7,83.8,73.8,85.0
STU00554,Male,24,3.4,2.9,7.2,2.0,71.0,73.3,72.4,75.2
STU00555,Male,22,0.0,8.7,5.1,0.6,69.4,51.2,49.8,57.8
STU00556,Male,20,4.7,1.2,8.0,1.5,99.4,82.9,79.2,92.6
STU00557,Female,23,0.0,8.4,5.8,1.1,39.5,49.6,43.0,46.3
STU00558,Female,23,3.3,7.3,7.2,1.7,76.8,60.3,69.7,73.5
STU00559,Male,22,0.6,6.5,5.2,0.7,72.2,61.7,49.2,57.9
STU00560,Female,22,1.8,6.5,5.9,0.3,58.9,60.5,60.3,63.1
STU00561,Female,23,0.0,9.3,4.5,1.0,71.5,52.1,52.1,55.3
STU00562,Other,21,1.7,12.5,6.7,0.8,52.4,52.6,55.5,55.2
STU00563,Male,18,7.0,1.3,7.9,2.3,100.0,79.4,87.1,100.0
STU00564,Male,21,4.1,4.3,5.3,1.6,83.5,64.9,69.3,79.9
STU00565,Female,23,5.1,0.7,9.8,2.0,96.7,91.4,79.4,90.2
STU00566,Male,25,0.0,11.6,4.4,0.4,51.1,42.6,48.2,53.2
STU00567,Other,22,4.0,0.0,8.1,1.1,82.7,80.7,75.1,83.4
STU00568,Female,18,2.8,7.7,4.8,1.6,68.2,52.8,56.1,66.7
STU00569,Male,23,3.3,1.1,7.4,0.8,74.1,80.7,66.7,72.6
STU00570,Male,20,5.0,1.2,7.9,1.8,100.0,78.7,78.3,94.4
STU00571,Male,23,2.8,2.7,4.3,1.0,91.0,59.4,62.5,75.7
STU00572,Male,24,6.4,2.6,8.2,1.3,95.9,82.1,94.8,100.0
STU00573,Male,22,1.5,8.8,7.7,0.0,44.2,61.9,53.6,56.7
STU00574,Male,18,6.1,0.6,7.4,1.9,97.3,85.1,87.8,96.3
STU00575,Female,23,5.8,1.2,7.3,1.9,92.2,81.1,80.7,92.5
STU00576,Male,18,6.0,0.0,8.1,2.3,95.3,87.4,84.2,94.8
STU00577,Female,22,1.2,7.4,5.5,0.0,36.7,60.0,50.5,49.1
STU00578,Male,22,0.6,8.0,6.8,0.0,25.8,61.1,45.2,40.9
STU00579,Male,24,5.8,1.5,8.0,2.9,100.0,86.3,84.5,95.9
STU00580,Female,25,0.0,9.9,6.8,0.0,41.1,56.6,47.9,51.2
STU00581,Female,18,0.0,7.6,6.4,1.3,47.3,60.8,48.1,47.9
STU00582,Female,21,4.5,3.6,8.3,1.8,100.0,77.0,82.2,92.7
STU00583,Female,21,6.7,0.6,8.6,1.0,93.3,86.4,88.3,94.2
STU00584,Female,20,0.8,2.7,9.4,2.5,84.7,85.8,72.0,67.3
STU00585,Female,24,0.9,6.1,7.2,0.1,82.6,67.4,50.9,65.9
STU00586,Male,20,5.6,0.8,7.5,4.2,86.5,80.9,80.3,91.5
STU00587,Female,23,1.9,4.1,7.4,0.0,80.9,74.5,53.6,65.5
STU00588,Female,23,0.9,10.0,6.9,0.0,46.0,57.5,49.2,51.0
STU00589,Male,20,0.6,7.1,7.5,0.5,64.9,68.7,63.5,61.2
STU00590,Male,18,5.5,0.0,9.3,2.9,96.0,86.1,85.7,90.6
STU00591,Male,19,5.0,0.0,6.5,1.7,96.8,82.2,76.7,88.8
STU00592,Female,25,3.1,4.8,8.1,1.1,76.5,76.6,64.4,76.4
STU00593,Male,23,2.1,6.2,6.3,0.1,67.6,64.6,58.2,68.4
STU00594,Female,23,4.4,0.6,8.9,1.3,100.0,85.3,76.1,91.2
STU00595,Female,20,4.3,5.0,6.2,2.6,100.0,68.5,74.6,91.2
STU00596,Female,24,1.8,5.3,7.2,0.1,93.5,67.9,60.5,73.4
STU00597,Female,20,3.5,3.8,6.4,0.2,90.1,74.4,70.6,77.7
STU00598,Female,20,0.0,9.2,4.0,0.0,28.2,46.1,41.6,36.2
STU00599,Female,20,1.2,8.2,6.1,0.0,30.2,56.8,45.8,51.6
STU00600,Female,21,2.9,4.6,7.6,0.3,71.8,72.5,67.2,71.9
STU00601,Male,18,4.8,2.5,7.6,2.0,100.0,79.3,72.9,90.9
STU00602,Female,19,2.1,4.4,6.2,1.9,90.1,63.7,57.0,70.0
STU00603,Male,18,2.3,5.0,7.8,1.2,80.2,65.9,62.1,74.0
STU00604,Female,22,4.5,4.8,7.1,1.4,88.1,70.3,78.6,85.0
STU00605,Male,19,2.0,4.3,8.2,0.0,87.5,77.3,61.3,69.1
STU00606,Male,19,3.2,3.5,7.2,0.6,73.2,73.9,67.8,70.7
STU00607,Female,25,1.2,7.7,4.6,0.6,36.7,51.9,53.7,49.6
STU00608,Male,24,7.1,1.4,7.8,2.6,99.4,77.3,89.7,99.5
STU00609,Female,23,2.8,5.1,7.1,0.4,95.4,66.6,63.8,85.0
STU00610,Female,24,2.5,4.8,6.2,1.8,80.0,65.6,63.9,69.9
STU00611,Female,25,5.1,0.7,7.9,2.6,79.9,85.8,76.9,85.9
STU00612,Male,20,4.1,1.0,6.2,1.0,89.6,70.9,68.8,84.8
STU00613,Male,22,1.2,3.3,7.0,0.0,66.6,71.1,56.0,66.7
STU00614,Male,22,4.4,0.0,9.0,1.7,100.0,87.2,73.3,85.1
STU00615,Female,20,2.6,3.4,8.4,1.9,83.3,81.0,67.1,75.7
STU00616,Female,24,4.4,3.4,7.6,0.5,82.9,74.7,77.5,85.7
STU00617,Female,18,3.8,4.2,7.8,0.9,87.8,77.4,63.6,81.7
STU00618,Female,20,0.4,10.2,5.2,1.5,54.0,50.8,47.1,48.2
STU00619,Female,20,6.8,1.7,9.0,1.3,89.3,90.4,92.2,100.0
STU00620,Male,23,5.9,0.5,8.8,2.7,96.4,88.1,82.0,99.3
STU00621,Male,21,3.8,4.5,8.4,1.8,89.0,79.0,78.6,86.0
STU00622,Male,24,4.3,7.3,7.0,1.4,85.3,70.2,69.9,81.0
STU00623,Male,23,1.4,9.7,6.0,0.0,33.1,62.4,53.1,46.4
STU00624,Male,22,1.7,6.8,5.8,0.0,43.7,58.8,56.9,51.7
STU00625,Other,24,0.2,7.1,6.8,0.0,43.6,66.3,50.0,48.5
STU00626,Male,25,6.4,3.3,7.0,1.5,96.7,62.4,77.2,97.2
STU00627,Female,21,4.0,3.8,6.7,0.6,78.7,76.8,66.1,76.8
STU00628,Male,18,1.2,11.4,4.1,0.3,36.3,41.4,44.6,44.1
STU00629,Female,24,0.3,8.1,6.1,0.2,47.0,49.2,49.5,53.5
STU00630,Female,18,2.0,6.1,5.3,1.6,62.3,52.3,56.7,62.6
STU00631,Female,23,6.1,0.0,8.7,2.0,89.2,95.7,92.8,100.0
STU00632,Male,21,3.0,3.5,7.5,1.8,74.2,73.8,76.0,77.8
STU00633,Female,20,0.0,7.4,5.2,0.3,47.5,52.1,44.7,51.5
STU00634,Male,21,0.4,6.6,5.7,0.3,58.9,58.1,53.4,54.6
STU00635,Male,25,5.3,0.4,7.0,2.1,87.1,76.2,77.0,91.0
STU00636,Female,23,4.3,2.4,8.9,2.1,100.0,82.2,79.1,90.2
STU00637,Female,25,4.2,4.7,6.2,0.3,74.3,66.0,63.4,74.8
STU00638,Male,19,2.7,3.9,5.9,2.7,87.7,65.9,68.3,81.0
STU00639,Female,23,3.6,4.2,5.8,2.1,87.3,73.5,75.1,83.5
STU00640,Female,23,4.7,1.7,7.8,1.0,76.4,77.9,73.7,84.8
STU00641,Female,21,3.7,1.0,7.7,1.1,96.1,76.1,69.0,82.7
STU00642,Female,18,1.8,11.2,5.8,0.0,65.6,46.4,48.9,61.6
STU00643,Male,18,1.7,10.8,6.4,0.0,47.5,55.4,48.4,50.7
STU00644,Male,19,1.8,5.6,9.0,1.3,89.3,75.6,58.9,71.3
STU00645,Male,23,3.3,7.4,7.2,1.1,69.0,61.1,60.2,71.9
STU00646,Female,19,2.5,2.9,4.7,2.3,84.7,65.7,66.7,74.8
STU00647,Female,23,1.2,6.3,5.8,2.0,66.9,63.9,55.6,59.4
STU00648,Female,24,3.2,4.0,9.0,1.5,87.8,72.4,69.6,82.0
STU00649,Male,18,2.3,10.6,7.1,0.0,39.6,51.5,53.1,56.0
STU00650,Male,18,7.7,2.9,7.1,1.0,92.8,81.9,93.3,100.0
STU00651,Male,25,5.1,2.5,8.1,1.5,100.0,82.3,76.4,93.1
STU00652,Male,18,2.8,4.8,7.8,1.1,88.2,78.6,70.8,79.7
STU00653,Female,19,2.9,3.9,7.1,1.0,82.7,75.4,70.0,74.8
STU00654,Male,25,5.5,1.0,5.6,4.0,98.2,69.6,74.0,94.4
STU00655,Other,20,4.1,3.4,8.0,0.8,69.8,80.1,66.3,73.5
STU00656,Female,22,0.4,9.0,4.7,0.0,48.9,38.3,47.1,54.0
STU00657,Female,19,6.3,0.2,9.0,2.5,99.7,95.6,89.8,100.0
STU00658,Male,21,2.5,5.7,8.0,1.7,82.5,71.5,72.2,75.5
